flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,5,0,Nw_80.MX_5.app[0],11,0,Nw_80.MX_11.app[0]
f1,8,0,Nw_80.MX_8.app[0],11,1,Nw_80.MX_11.app[1]
f2,3,0,Nw_80.MX_3.app[0],11,2,Nw_80.MX_11.app[2]
f3,7,0,Nw_80.MX_7.app[0],10,6,Nw_80.MX_10.app[6]
f4,9,0,Nw_80.MX_9.app[0],11,3,Nw_80.MX_11.app[3]
f5,2,0,Nw_80.MX_2.app[0],4,1,Nw_80.MX_4.app[1]
f6,3,1,Nw_80.MX_3.app[1],6,1,Nw_80.MX_6.app[1]
f7,1,0,Nw_80.MX_1.app[0],8,1,Nw_80.MX_8.app[1]
f8,10,0,Nw_80.MX_10.app[0],11,4,Nw_80.MX_11.app[4]
f9,6,0,Nw_80.MX_6.app[0],11,5,Nw_80.MX_11.app[5]
f10,4,0,Nw_80.MX_4.app[0],8,2,Nw_80.MX_8.app[2]
f11,10,1,Nw_80.MX_10.app[1],11,6,Nw_80.MX_11.app[6]
f12,1,1,Nw_80.MX_1.app[1],6,2,Nw_80.MX_6.app[2]
f13,5,1,Nw_80.MX_5.app[1],10,7,Nw_80.MX_10.app[7]
f14,10,2,Nw_80.MX_10.app[2],11,7,Nw_80.MX_11.app[7]
f15,10,3,Nw_80.MX_10.app[3],11,8,Nw_80.MX_11.app[8]
f16,5,2,Nw_80.MX_5.app[2],11,9,Nw_80.MX_11.app[9]
f17,3,2,Nw_80.MX_3.app[2],7,2,Nw_80.MX_7.app[2]
f18,7,1,Nw_80.MX_7.app[1],11,10,Nw_80.MX_11.app[10]
f19,1,2,Nw_80.MX_1.app[2],4,2,Nw_80.MX_4.app[2]
f20,5,3,Nw_80.MX_5.app[3],10,8,Nw_80.MX_10.app[8]
f21,3,3,Nw_80.MX_3.app[3],10,9,Nw_80.MX_10.app[9]
f22,10,4,Nw_80.MX_10.app[4],11,11,Nw_80.MX_11.app[11]
f23,10,5,Nw_80.MX_10.app[5],11,12,Nw_80.MX_11.app[12]
f24,9,1,Nw_80.MX_9.app[1],11,13,Nw_80.MX_11.app[13]
f25,5,4,Nw_80.MX_5.app[4],11,14,Nw_80.MX_11.app[14]
f26,9,2,Nw_80.MX_9.app[2],11,15,Nw_80.MX_11.app[15]
