flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,1,0,Nw_88.MX_1.app[0],6,0,Nw_88.MX_6.app[0]
f1,4,0,Nw_88.MX_4.app[0],10,0,Nw_88.MX_10.app[0]
f2,3,0,Nw_88.MX_3.app[0],7,0,Nw_88.MX_7.app[0]
f3,1,1,Nw_88.MX_1.app[1],10,1,Nw_88.MX_10.app[1]
f4,1,2,Nw_88.MX_1.app[2],8,0,Nw_88.MX_8.app[0]
f5,1,3,Nw_88.MX_1.app[3],10,2,Nw_88.MX_10.app[2]
f6,2,0,Nw_88.MX_2.app[0],9,0,Nw_88.MX_9.app[0]
f7,2,1,Nw_88.MX_2.app[1],9,1,Nw_88.MX_9.app[1]
f8,2,2,Nw_88.MX_2.app[2],6,1,Nw_88.MX_6.app[1]
f9,4,1,Nw_88.MX_4.app[1],6,2,Nw_88.MX_6.app[2]
f10,3,1,Nw_88.MX_3.app[1],7,1,Nw_88.MX_7.app[1]
f11,2,3,Nw_88.MX_2.app[3],9,2,Nw_88.MX_9.app[2]
f12,3,2,Nw_88.MX_3.app[2],7,2,Nw_88.MX_7.app[2]
f13,2,4,Nw_88.MX_2.app[4],6,3,Nw_88.MX_6.app[3]
f14,2,5,Nw_88.MX_2.app[5],9,3,Nw_88.MX_9.app[3]
f15,3,3,Nw_88.MX_3.app[3],7,3,Nw_88.MX_7.app[3]
f16,1,4,Nw_88.MX_1.app[4],10,3,Nw_88.MX_10.app[3]
f17,4,2,Nw_88.MX_4.app[2],9,4,Nw_88.MX_9.app[4]
f18,2,6,Nw_88.MX_2.app[6],9,5,Nw_88.MX_9.app[5]
f19,1,5,Nw_88.MX_1.app[5],10,4,Nw_88.MX_10.app[4]
f20,4,3,Nw_88.MX_4.app[3],6,4,Nw_88.MX_6.app[4]
f21,1,6,Nw_88.MX_1.app[6],10,5,Nw_88.MX_10.app[5]
f22,1,7,Nw_88.MX_1.app[7],6,5,Nw_88.MX_6.app[5]
f23,1,8,Nw_88.MX_1.app[8],5,0,Nw_88.MX_5.app[0]
f24,1,9,Nw_88.MX_1.app[9],10,6,Nw_88.MX_10.app[6]
f25,2,7,Nw_88.MX_2.app[7],9,6,Nw_88.MX_9.app[6]
f26,2,8,Nw_88.MX_2.app[8],7,4,Nw_88.MX_7.app[4]
f27,4,4,Nw_88.MX_4.app[4],8,1,Nw_88.MX_8.app[1]
