flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,2,0,Nw_0.MX_2.app[0],11,0,Nw_0.MX_11.app[0]
f1,3,0,Nw_0.MX_3.app[0],5,6,Nw_0.MX_5.app[6]
f2,4,0,Nw_0.MX_4.app[0],11,1,Nw_0.MX_11.app[1]
f3,5,0,Nw_0.MX_5.app[0],8,4,Nw_0.MX_8.app[4]
f4,9,0,Nw_0.MX_9.app[0],11,2,Nw_0.MX_11.app[2]
f5,1,0,Nw_0.MX_1.app[0],7,2,Nw_0.MX_7.app[2]
f6,9,1,Nw_0.MX_9.app[1],11,3,Nw_0.MX_11.app[3]
f7,4,1,Nw_0.MX_4.app[1],11,4,Nw_0.MX_11.app[4]
f8,8,0,Nw_0.MX_8.app[0],11,5,Nw_0.MX_11.app[5]
f9,3,1,Nw_0.MX_3.app[1],11,6,Nw_0.MX_11.app[6]
f10,2,1,Nw_0.MX_2.app[1],7,3,Nw_0.MX_7.app[3]
f11,2,2,Nw_0.MX_2.app[2],9,6,Nw_0.MX_9.app[6]
f12,3,2,Nw_0.MX_3.app[2],11,7,Nw_0.MX_11.app[7]
f13,1,1,Nw_0.MX_1.app[1],11,8,Nw_0.MX_11.app[8]
f14,9,2,Nw_0.MX_9.app[2],11,9,Nw_0.MX_11.app[9]
f15,1,2,Nw_0.MX_1.app[2],9,7,Nw_0.MX_9.app[7]
f16,1,3,Nw_0.MX_1.app[3],10,0,Nw_0.MX_10.app[0]
f17,3,3,Nw_0.MX_3.app[3],7,4,Nw_0.MX_7.app[4]
f18,1,4,Nw_0.MX_1.app[4],11,10,Nw_0.MX_11.app[10]
f19,5,1,Nw_0.MX_5.app[1],11,11,Nw_0.MX_11.app[11]
f20,8,1,Nw_0.MX_8.app[1],11,12,Nw_0.MX_11.app[12]
f21,3,4,Nw_0.MX_3.app[4],5,7,Nw_0.MX_5.app[7]
f22,4,2,Nw_0.MX_4.app[2],11,13,Nw_0.MX_11.app[13]
f23,8,2,Nw_0.MX_8.app[2],11,14,Nw_0.MX_11.app[14]
f24,5,2,Nw_0.MX_5.app[2],8,5,Nw_0.MX_8.app[5]
f25,4,3,Nw_0.MX_4.app[3],11,15,Nw_0.MX_11.app[15]
f26,9,3,Nw_0.MX_9.app[3],11,16,Nw_0.MX_11.app[16]
f27,1,5,Nw_0.MX_1.app[5],6,0,Nw_0.MX_6.app[0]
f28,9,4,Nw_0.MX_9.app[4],11,17,Nw_0.MX_11.app[17]
f29,7,0,Nw_0.MX_7.app[0],10,1,Nw_0.MX_10.app[1]
f30,4,4,Nw_0.MX_4.app[4],9,8,Nw_0.MX_9.app[8]
f31,5,3,Nw_0.MX_5.app[3],11,18,Nw_0.MX_11.app[18]
f32,5,4,Nw_0.MX_5.app[4],7,5,Nw_0.MX_7.app[5]
f33,3,5,Nw_0.MX_3.app[5],5,8,Nw_0.MX_5.app[8]
f34,9,5,Nw_0.MX_9.app[5],11,19,Nw_0.MX_11.app[19]
f35,2,3,Nw_0.MX_2.app[3],11,20,Nw_0.MX_11.app[20]
f36,8,3,Nw_0.MX_8.app[3],11,21,Nw_0.MX_11.app[21]
f37,4,5,Nw_0.MX_4.app[5],7,6,Nw_0.MX_7.app[6]
f38,5,5,Nw_0.MX_5.app[5],11,22,Nw_0.MX_11.app[22]
f39,4,6,Nw_0.MX_4.app[6],11,23,Nw_0.MX_11.app[23]
f40,7,1,Nw_0.MX_7.app[1],10,2,Nw_0.MX_10.app[2]
f41,4,7,Nw_0.MX_4.app[7],11,24,Nw_0.MX_11.app[24]
f42,4,8,Nw_0.MX_4.app[8],11,25,Nw_0.MX_11.app[25]
