flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,2,0,Nw_27.MX_2.app[0],10,1,Nw_27.MX_10.app[1]
f1,2,1,Nw_27.MX_2.app[1],10,2,Nw_27.MX_10.app[2]
f2,4,0,Nw_27.MX_4.app[0],11,0,Nw_27.MX_11.app[0]
f3,1,0,Nw_27.MX_1.app[0],7,2,Nw_27.MX_7.app[2]
f4,8,0,Nw_27.MX_8.app[0],11,1,Nw_27.MX_11.app[1]
f5,7,0,Nw_27.MX_7.app[0],11,2,Nw_27.MX_11.app[2]
f6,3,0,Nw_27.MX_3.app[0],10,3,Nw_27.MX_10.app[3]
f7,4,1,Nw_27.MX_4.app[1],8,2,Nw_27.MX_8.app[2]
f8,8,1,Nw_27.MX_8.app[1],11,3,Nw_27.MX_11.app[3]
f9,1,1,Nw_27.MX_1.app[1],8,3,Nw_27.MX_8.app[3]
f10,4,2,Nw_27.MX_4.app[2],11,4,Nw_27.MX_11.app[4]
f11,9,0,Nw_27.MX_9.app[0],11,5,Nw_27.MX_11.app[5]
f12,10,0,Nw_27.MX_10.app[0],11,6,Nw_27.MX_11.app[6]
f13,1,2,Nw_27.MX_1.app[2],10,4,Nw_27.MX_10.app[4]
f14,7,1,Nw_27.MX_7.app[1],9,1,Nw_27.MX_9.app[1]
f15,4,3,Nw_27.MX_4.app[3],11,7,Nw_27.MX_11.app[7]
f16,2,2,Nw_27.MX_2.app[2],5,1,Nw_27.MX_5.app[1]
f17,3,1,Nw_27.MX_3.app[1],11,8,Nw_27.MX_11.app[8]
f18,2,3,Nw_27.MX_2.app[3],7,3,Nw_27.MX_7.app[3]
f19,5,0,Nw_27.MX_5.app[0],11,9,Nw_27.MX_11.app[9]
f20,2,4,Nw_27.MX_2.app[4],7,4,Nw_27.MX_7.app[4]
f21,2,5,Nw_27.MX_2.app[5],11,10,Nw_27.MX_11.app[10]
f22,2,6,Nw_27.MX_2.app[6],7,5,Nw_27.MX_7.app[5]
f23,2,7,Nw_27.MX_2.app[7],6,0,Nw_27.MX_6.app[0]
f24,1,3,Nw_27.MX_1.app[3],8,4,Nw_27.MX_8.app[4]
f25,4,4,Nw_27.MX_4.app[4],6,1,Nw_27.MX_6.app[1]
f26,1,4,Nw_27.MX_1.app[4],6,2,Nw_27.MX_6.app[2]
