flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,4,0,Nw_53.MX_4.app[0],13,0,Nw_53.MX_13.app[0]
f1,4,1,Nw_53.MX_4.app[1],11,0,Nw_53.MX_11.app[0]
f2,3,0,Nw_53.MX_3.app[0],12,0,Nw_53.MX_12.app[0]
f3,1,0,Nw_53.MX_1.app[0],11,1,Nw_53.MX_11.app[1]
f4,4,2,Nw_53.MX_4.app[2],13,1,Nw_53.MX_13.app[1]
f5,1,1,Nw_53.MX_1.app[1],7,2,Nw_53.MX_7.app[2]
f6,6,0,Nw_53.MX_6.app[0],8,0,Nw_53.MX_8.app[0]
f7,1,2,Nw_53.MX_1.app[2],9,0,Nw_53.MX_9.app[0]
f8,1,3,Nw_53.MX_1.app[3],13,2,Nw_53.MX_13.app[2]
f9,3,1,Nw_53.MX_3.app[1],7,3,Nw_53.MX_7.app[3]
f10,4,3,Nw_53.MX_4.app[3],11,2,Nw_53.MX_11.app[2]
f11,2,0,Nw_53.MX_2.app[0],12,1,Nw_53.MX_12.app[1]
f12,5,0,Nw_53.MX_5.app[0],13,3,Nw_53.MX_13.app[3]
f13,4,4,Nw_53.MX_4.app[4],13,4,Nw_53.MX_13.app[4]
f14,4,5,Nw_53.MX_4.app[5],13,5,Nw_53.MX_13.app[5]
f15,5,1,Nw_53.MX_5.app[1],13,6,Nw_53.MX_13.app[6]
f16,6,1,Nw_53.MX_6.app[1],9,1,Nw_53.MX_9.app[1]
f17,4,6,Nw_53.MX_4.app[6],6,4,Nw_53.MX_6.app[4]
f18,7,0,Nw_53.MX_7.app[0],10,0,Nw_53.MX_10.app[0]
f19,1,4,Nw_53.MX_1.app[4],5,3,Nw_53.MX_5.app[3]
f20,7,1,Nw_53.MX_7.app[1],8,1,Nw_53.MX_8.app[1]
f21,1,5,Nw_53.MX_1.app[5],10,1,Nw_53.MX_10.app[1]
f22,1,6,Nw_53.MX_1.app[6],5,4,Nw_53.MX_5.app[4]
f23,6,2,Nw_53.MX_6.app[2],11,3,Nw_53.MX_11.app[3]
f24,6,3,Nw_53.MX_6.app[3],13,7,Nw_53.MX_13.app[7]
f25,5,2,Nw_53.MX_5.app[2],12,2,Nw_53.MX_12.app[2]
f26,1,7,Nw_53.MX_1.app[7],12,3,Nw_53.MX_12.app[3]
