flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,2,0,Nw_2.MX_2.app[0],8,6,Nw_2.MX_8.app[6]
f1,4,0,Nw_2.MX_4.app[0],12,0,Nw_2.MX_12.app[0]
f2,9,0,Nw_2.MX_9.app[0],14,0,Nw_2.MX_14.app[0]
f3,10,0,Nw_2.MX_10.app[0],12,1,Nw_2.MX_12.app[1]
f4,3,0,Nw_2.MX_3.app[0],12,2,Nw_2.MX_12.app[2]
f5,10,1,Nw_2.MX_10.app[1],14,1,Nw_2.MX_14.app[1]
f6,9,1,Nw_2.MX_9.app[1],14,2,Nw_2.MX_14.app[2]
f7,4,1,Nw_2.MX_4.app[1],7,6,Nw_2.MX_7.app[6]
f8,3,1,Nw_2.MX_3.app[1],4,5,Nw_2.MX_4.app[5]
f9,8,0,Nw_2.MX_8.app[0],12,3,Nw_2.MX_12.app[3]
f10,3,2,Nw_2.MX_3.app[2],6,1,Nw_2.MX_6.app[1]
f11,10,2,Nw_2.MX_10.app[2],12,4,Nw_2.MX_12.app[4]
f12,2,1,Nw_2.MX_2.app[1],12,5,Nw_2.MX_12.app[5]
f13,2,2,Nw_2.MX_2.app[2],14,3,Nw_2.MX_14.app[3]
f14,5,0,Nw_2.MX_5.app[0],8,7,Nw_2.MX_8.app[7]
f15,7,0,Nw_2.MX_7.app[0],13,0,Nw_2.MX_13.app[0]
f16,10,3,Nw_2.MX_10.app[3],12,6,Nw_2.MX_12.app[6]
f17,5,1,Nw_2.MX_5.app[1],13,1,Nw_2.MX_13.app[1]
f18,10,4,Nw_2.MX_10.app[4],11,0,Nw_2.MX_11.app[0]
f19,5,2,Nw_2.MX_5.app[2],9,3,Nw_2.MX_9.app[3]
f20,7,1,Nw_2.MX_7.app[1],12,7,Nw_2.MX_12.app[7]
f21,7,2,Nw_2.MX_7.app[2],12,8,Nw_2.MX_12.app[8]
f22,5,3,Nw_2.MX_5.app[3],9,4,Nw_2.MX_9.app[4]
f23,8,1,Nw_2.MX_8.app[1],14,4,Nw_2.MX_14.app[4]
f24,3,3,Nw_2.MX_3.app[3],12,9,Nw_2.MX_12.app[9]
f25,3,4,Nw_2.MX_3.app[4],14,5,Nw_2.MX_14.app[5]
f26,10,5,Nw_2.MX_10.app[5],12,10,Nw_2.MX_12.app[10]
f27,10,6,Nw_2.MX_10.app[6],12,11,Nw_2.MX_12.app[11]
f28,10,7,Nw_2.MX_10.app[7],11,1,Nw_2.MX_11.app[1]
f29,8,2,Nw_2.MX_8.app[2],12,12,Nw_2.MX_12.app[12]
f30,4,2,Nw_2.MX_4.app[2],13,2,Nw_2.MX_13.app[2]
f31,3,5,Nw_2.MX_3.app[5],6,2,Nw_2.MX_6.app[2]
f32,5,4,Nw_2.MX_5.app[4],9,5,Nw_2.MX_9.app[5]
f33,2,3,Nw_2.MX_2.app[3],6,3,Nw_2.MX_6.app[3]
f34,7,3,Nw_2.MX_7.app[3],12,13,Nw_2.MX_12.app[13]
f35,5,5,Nw_2.MX_5.app[5],12,14,Nw_2.MX_12.app[14]
f36,5,6,Nw_2.MX_5.app[6],12,15,Nw_2.MX_12.app[15]
f37,4,3,Nw_2.MX_4.app[3],7,7,Nw_2.MX_7.app[7]
f38,2,4,Nw_2.MX_2.app[4],7,8,Nw_2.MX_7.app[8]
f39,3,6,Nw_2.MX_3.app[6],8,8,Nw_2.MX_8.app[8]
f40,8,3,Nw_2.MX_8.app[3],12,16,Nw_2.MX_12.app[16]
f41,4,4,Nw_2.MX_4.app[4],7,9,Nw_2.MX_7.app[9]
f42,10,8,Nw_2.MX_10.app[8],14,6,Nw_2.MX_14.app[6]
f43,2,5,Nw_2.MX_2.app[5],10,10,Nw_2.MX_10.app[10]
f44,8,4,Nw_2.MX_8.app[4],12,17,Nw_2.MX_12.app[17]
f45,7,4,Nw_2.MX_7.app[4],10,11,Nw_2.MX_10.app[11]
f46,10,9,Nw_2.MX_10.app[9],12,18,Nw_2.MX_12.app[18]
f47,2,6,Nw_2.MX_2.app[6],7,10,Nw_2.MX_7.app[10]
f48,8,5,Nw_2.MX_8.app[5],10,12,Nw_2.MX_10.app[12]
f49,6,0,Nw_2.MX_6.app[0],12,19,Nw_2.MX_12.app[19]
f50,9,2,Nw_2.MX_9.app[2],14,7,Nw_2.MX_14.app[7]
f51,7,5,Nw_2.MX_7.app[5],12,20,Nw_2.MX_12.app[20]
