flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,9,0,Nw_90.MX_9.app[0],11,0,Nw_90.MX_11.app[0]
f1,10,0,Nw_90.MX_10.app[0],11,1,Nw_90.MX_11.app[1]
f2,6,0,Nw_90.MX_6.app[0],11,2,Nw_90.MX_11.app[2]
f3,9,1,Nw_90.MX_9.app[1],11,3,Nw_90.MX_11.app[3]
f4,2,0,Nw_90.MX_2.app[0],8,3,Nw_90.MX_8.app[3]
f5,6,1,Nw_90.MX_6.app[1],8,4,Nw_90.MX_8.app[4]
f6,1,0,Nw_90.MX_1.app[0],5,0,Nw_90.MX_5.app[0]
f7,8,0,Nw_90.MX_8.app[0],11,4,Nw_90.MX_11.app[4]
f8,4,0,Nw_90.MX_4.app[0],6,5,Nw_90.MX_6.app[5]
f9,7,0,Nw_90.MX_7.app[0],11,5,Nw_90.MX_11.app[5]
f10,6,2,Nw_90.MX_6.app[2],11,6,Nw_90.MX_11.app[6]
f11,7,1,Nw_90.MX_7.app[1],11,7,Nw_90.MX_11.app[7]
f12,1,1,Nw_90.MX_1.app[1],6,6,Nw_90.MX_6.app[6]
f13,6,3,Nw_90.MX_6.app[3],11,8,Nw_90.MX_11.app[8]
f14,10,1,Nw_90.MX_10.app[1],11,9,Nw_90.MX_11.app[9]
f15,9,2,Nw_90.MX_9.app[2],11,10,Nw_90.MX_11.app[10]
f16,7,2,Nw_90.MX_7.app[2],9,4,Nw_90.MX_9.app[4]
f17,8,1,Nw_90.MX_8.app[1],10,4,Nw_90.MX_10.app[4]
f18,10,2,Nw_90.MX_10.app[2],11,11,Nw_90.MX_11.app[11]
f19,2,1,Nw_90.MX_2.app[1],10,5,Nw_90.MX_10.app[5]
f20,4,1,Nw_90.MX_4.app[1],11,12,Nw_90.MX_11.app[12]
f21,9,3,Nw_90.MX_9.app[3],11,13,Nw_90.MX_11.app[13]
f22,8,2,Nw_90.MX_8.app[2],11,14,Nw_90.MX_11.app[14]
f23,4,2,Nw_90.MX_4.app[2],11,15,Nw_90.MX_11.app[15]
f24,10,3,Nw_90.MX_10.app[3],11,16,Nw_90.MX_11.app[16]
f25,1,2,Nw_90.MX_1.app[2],8,5,Nw_90.MX_8.app[5]
f26,6,4,Nw_90.MX_6.app[4],11,17,Nw_90.MX_11.app[17]
f27,1,3,Nw_90.MX_1.app[3],5,1,Nw_90.MX_5.app[1]
f28,2,2,Nw_90.MX_2.app[2],11,18,Nw_90.MX_11.app[18]
