flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,11,0,Nw_14.MX_11.app[0],12,0,Nw_14.MX_12.app[0]
f1,4,0,Nw_14.MX_4.app[0],12,1,Nw_14.MX_12.app[1]
f2,9,0,Nw_14.MX_9.app[0],12,2,Nw_14.MX_12.app[2]
f3,3,0,Nw_14.MX_3.app[0],8,4,Nw_14.MX_8.app[4]
f4,3,1,Nw_14.MX_3.app[1],12,3,Nw_14.MX_12.app[3]
f5,11,1,Nw_14.MX_11.app[1],12,4,Nw_14.MX_12.app[4]
f6,3,2,Nw_14.MX_3.app[2],12,5,Nw_14.MX_12.app[5]
f7,9,1,Nw_14.MX_9.app[1],12,6,Nw_14.MX_12.app[6]
f8,10,0,Nw_14.MX_10.app[0],12,7,Nw_14.MX_12.app[7]
f9,3,3,Nw_14.MX_3.app[3],12,8,Nw_14.MX_12.app[8]
f10,10,1,Nw_14.MX_10.app[1],12,9,Nw_14.MX_12.app[9]
f11,7,0,Nw_14.MX_7.app[0],9,4,Nw_14.MX_9.app[4]
f12,8,0,Nw_14.MX_8.app[0],12,10,Nw_14.MX_12.app[10]
f13,10,2,Nw_14.MX_10.app[2],12,11,Nw_14.MX_12.app[11]
f14,2,0,Nw_14.MX_2.app[0],4,1,Nw_14.MX_4.app[1]
f15,9,2,Nw_14.MX_9.app[2],12,12,Nw_14.MX_12.app[12]
f16,8,1,Nw_14.MX_8.app[1],11,3,Nw_14.MX_11.app[3]
f17,2,1,Nw_14.MX_2.app[1],12,13,Nw_14.MX_12.app[13]
f18,8,2,Nw_14.MX_8.app[2],12,14,Nw_14.MX_12.app[14]
f19,6,0,Nw_14.MX_6.app[0],9,5,Nw_14.MX_9.app[5]
f20,9,3,Nw_14.MX_9.app[3],12,15,Nw_14.MX_12.app[15]
f21,10,3,Nw_14.MX_10.app[3],12,16,Nw_14.MX_12.app[16]
f22,3,4,Nw_14.MX_3.app[4],8,5,Nw_14.MX_8.app[5]
f23,11,2,Nw_14.MX_11.app[2],12,17,Nw_14.MX_12.app[17]
f24,7,1,Nw_14.MX_7.app[1],12,18,Nw_14.MX_12.app[18]
f25,2,2,Nw_14.MX_2.app[2],5,0,Nw_14.MX_5.app[0]
f26,10,4,Nw_14.MX_10.app[4],12,19,Nw_14.MX_12.app[19]
f27,7,2,Nw_14.MX_7.app[2],12,20,Nw_14.MX_12.app[20]
f28,1,0,Nw_14.MX_1.app[0],4,2,Nw_14.MX_4.app[2]
f29,2,3,Nw_14.MX_2.app[3],12,21,Nw_14.MX_12.app[21]
f30,10,5,Nw_14.MX_10.app[5],12,22,Nw_14.MX_12.app[22]
f31,8,3,Nw_14.MX_8.app[3],12,23,Nw_14.MX_12.app[23]
f32,7,3,Nw_14.MX_7.app[3],12,24,Nw_14.MX_12.app[24]
