flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,5,0,Nw_36.MX_5.app[0],12,0,Nw_36.MX_12.app[0]
f1,4,0,Nw_36.MX_4.app[0],12,1,Nw_36.MX_12.app[1]
f2,9,0,Nw_36.MX_9.app[0],12,2,Nw_36.MX_12.app[2]
f3,7,0,Nw_36.MX_7.app[0],11,0,Nw_36.MX_11.app[0]
f4,6,0,Nw_36.MX_6.app[0],11,1,Nw_36.MX_11.app[1]
f5,8,0,Nw_36.MX_8.app[0],11,2,Nw_36.MX_11.app[2]
f6,2,0,Nw_36.MX_2.app[0],7,6,Nw_36.MX_7.app[6]
f7,2,1,Nw_36.MX_2.app[1],9,4,Nw_36.MX_9.app[4]
f8,1,0,Nw_36.MX_1.app[0],6,4,Nw_36.MX_6.app[4]
f9,7,1,Nw_36.MX_7.app[1],12,3,Nw_36.MX_12.app[3]
f10,4,1,Nw_36.MX_4.app[1],12,4,Nw_36.MX_12.app[4]
f11,7,2,Nw_36.MX_7.app[2],12,5,Nw_36.MX_12.app[5]
f12,2,2,Nw_36.MX_2.app[2],6,5,Nw_36.MX_6.app[5]
f13,1,1,Nw_36.MX_1.app[1],12,6,Nw_36.MX_12.app[6]
f14,1,2,Nw_36.MX_1.app[2],12,7,Nw_36.MX_12.app[7]
f15,4,2,Nw_36.MX_4.app[2],12,8,Nw_36.MX_12.app[8]
f16,6,1,Nw_36.MX_6.app[1],12,9,Nw_36.MX_12.app[9]
f17,9,1,Nw_36.MX_9.app[1],12,10,Nw_36.MX_12.app[10]
f18,7,3,Nw_36.MX_7.app[3],12,11,Nw_36.MX_12.app[11]
f19,3,0,Nw_36.MX_3.app[0],7,7,Nw_36.MX_7.app[7]
f20,1,3,Nw_36.MX_1.app[3],9,5,Nw_36.MX_9.app[5]
f21,2,3,Nw_36.MX_2.app[3],6,6,Nw_36.MX_6.app[6]
f22,6,2,Nw_36.MX_6.app[2],11,3,Nw_36.MX_11.app[3]
f23,3,1,Nw_36.MX_3.app[1],12,12,Nw_36.MX_12.app[12]
f24,2,4,Nw_36.MX_2.app[4],12,13,Nw_36.MX_12.app[13]
f25,2,5,Nw_36.MX_2.app[5],6,7,Nw_36.MX_6.app[7]
f26,7,4,Nw_36.MX_7.app[4],12,14,Nw_36.MX_12.app[14]
f27,8,1,Nw_36.MX_8.app[1],12,15,Nw_36.MX_12.app[15]
f28,2,6,Nw_36.MX_2.app[6],8,4,Nw_36.MX_8.app[4]
f29,1,4,Nw_36.MX_1.app[4],12,16,Nw_36.MX_12.app[16]
f30,8,2,Nw_36.MX_8.app[2],12,17,Nw_36.MX_12.app[17]
f31,4,3,Nw_36.MX_4.app[3],11,4,Nw_36.MX_11.app[4]
f32,7,5,Nw_36.MX_7.app[5],11,5,Nw_36.MX_11.app[5]
f33,3,2,Nw_36.MX_3.app[2],10,0,Nw_36.MX_10.app[0]
f34,9,2,Nw_36.MX_9.app[2],12,18,Nw_36.MX_12.app[18]
f35,9,3,Nw_36.MX_9.app[3],11,6,Nw_36.MX_11.app[6]
f36,6,3,Nw_36.MX_6.app[3],12,19,Nw_36.MX_12.app[19]
f37,8,3,Nw_36.MX_8.app[3],12,20,Nw_36.MX_12.app[20]
