flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,5,0,Nw_49.MX_5.app[0],7,3,Nw_49.MX_7.app[3]
f1,1,0,Nw_49.MX_1.app[0],10,0,Nw_49.MX_10.app[0]
f2,6,0,Nw_49.MX_6.app[0],12,0,Nw_49.MX_12.app[0]
f3,9,0,Nw_49.MX_9.app[0],11,0,Nw_49.MX_11.app[0]
f4,7,0,Nw_49.MX_7.app[0],12,1,Nw_49.MX_12.app[1]
f5,3,0,Nw_49.MX_3.app[0],12,2,Nw_49.MX_12.app[2]
f6,9,1,Nw_49.MX_9.app[1],11,1,Nw_49.MX_11.app[1]
f7,9,2,Nw_49.MX_9.app[2],11,2,Nw_49.MX_11.app[2]
f8,3,1,Nw_49.MX_3.app[1],7,4,Nw_49.MX_7.app[4]
f9,6,1,Nw_49.MX_6.app[1],9,6,Nw_49.MX_9.app[6]
f10,9,3,Nw_49.MX_9.app[3],11,3,Nw_49.MX_11.app[3]
f11,5,1,Nw_49.MX_5.app[1],12,3,Nw_49.MX_12.app[3]
f12,9,4,Nw_49.MX_9.app[4],11,4,Nw_49.MX_11.app[4]
f13,4,0,Nw_49.MX_4.app[0],11,5,Nw_49.MX_11.app[5]
f14,4,1,Nw_49.MX_4.app[1],11,6,Nw_49.MX_11.app[6]
f15,1,1,Nw_49.MX_1.app[1],12,4,Nw_49.MX_12.app[4]
f16,8,0,Nw_49.MX_8.app[0],11,7,Nw_49.MX_11.app[7]
f17,5,2,Nw_49.MX_5.app[2],12,5,Nw_49.MX_12.app[5]
f18,3,2,Nw_49.MX_3.app[2],7,5,Nw_49.MX_7.app[5]
f19,4,2,Nw_49.MX_4.app[2],11,8,Nw_49.MX_11.app[8]
f20,2,0,Nw_49.MX_2.app[0],6,3,Nw_49.MX_6.app[3]
f21,1,2,Nw_49.MX_1.app[2],9,7,Nw_49.MX_9.app[7]
f22,2,1,Nw_49.MX_2.app[1],12,6,Nw_49.MX_12.app[6]
f23,2,2,Nw_49.MX_2.app[2],12,7,Nw_49.MX_12.app[7]
f24,7,1,Nw_49.MX_7.app[1],12,8,Nw_49.MX_12.app[8]
f25,7,2,Nw_49.MX_7.app[2],12,9,Nw_49.MX_12.app[9]
f26,6,2,Nw_49.MX_6.app[2],10,1,Nw_49.MX_10.app[1]
f27,9,5,Nw_49.MX_9.app[5],11,9,Nw_49.MX_11.app[9]
f28,2,3,Nw_49.MX_2.app[3],3,3,Nw_49.MX_3.app[3]
f29,8,1,Nw_49.MX_8.app[1],11,10,Nw_49.MX_11.app[10]
f30,4,3,Nw_49.MX_4.app[3],11,11,Nw_49.MX_11.app[11]
f31,5,3,Nw_49.MX_5.app[3],12,10,Nw_49.MX_12.app[10]
