topo_num,flow_num,mean,min,p25,p50,p75,p95,p99,p99.9,p99.99,p99.999
59,18,91.20686394036012,17.738,67.688,89.013,113.075,142.425,160.513,183.925,214.42712749994823,247.99160417030845
59,19,70.49570964229324,33.75,51.363,70.237,84.837,102.887,115.338,131.68290000000044,157.29724999999956,203.0315370000112
59,20,82.43823139296533,20.613,32.587,52.125,121.706,214.538,263.3151199999999,325.79015000000163,376.029588799999,403.81202049999865
59,21,40.08732792060527,22.038,31.387,37.137,46.938,59.888,67.62099999999991,81.088,106.66632919998172,136.15634300000949
59,22,259.76007023623765,55.45,174.513,253.6815,336.437,439.0292,503.6152500000002,574.0443500000001,654.2587518998654,746.2163635000197
59,23,249.8402441331565,62.938,183.05,246.375,311.087,382.363,427.387,481.5213280000016,535.9339399999827,604.0268469999897
59,24,294.5436104086927,70.238,207.869,288.4,373.281,476.513,542.27188,605.634050000001,661.3800761999989,717.416788619998
59,25,56.43229851423182,17.288,43.425,54.475,66.85,88.22369999999992,106.04713999999998,127.50385000000033,153.12431859997812,200.4085238604019
59,26,81.67331984540292,21.512,32.375,51.55,119.525,214.644,265.27250000000004,325.90325000000286,378.9776929999915,413.1093100000241
59,27,799.8097059046398,60.788,711.634,794.581,880.825,1018.9671,1118.7965,1230.8893640000003,1393.6854267999615,1565.703994389671
59,28,64.74891228003706,14.625,50.55,62.462,76.425,102.288,122.762,146.612,173.79715839999915,226.1835859999992
59,29,135.0081809010578,48.188,109.738,133.65,159.925,193.588,214.89844,239.4623440000007,269.58381999994305,297.9296045600462
59,30,290.25714054818866,73.975,203.75,283.812,368.2935,473.1940999999998,541.03462,609.4163880000012,674.8234211999222,738.735432379998
59,31,260.70765487705296,59.3,174.788,255.763,338.812,436.8673999999998,499.8564799999999,559.7066960000025,639.2346799999826,787.8006755201692
59,32,773.3266829311102,50.35,689.875,767.5,850.675,982.6378,1082.1401599999997,1242.1921920000048,1371.7131999999954,1458.0275779999736
59,33,182.18250056234808,69.262,151.675,180.312,210.362,255.4,291.24375,336.7187500000004,386.9886624999983,447.4653337500525
59,34,293.33956976997314,75.662,207.98475,287.887,370.53725,475.0443,541.1414899999999,609.0734010000001,686.3791974999986,818.0462852404584
59,35,263.511588745374,54.288,176.98075,257.175,340.90625,445.41105,511.26001,578.7678740000043,637.2422674999791,734.6035102701347
59,36,211.9977868304503,80.437,190.813,211.387,232.325,262.412,284.35,312.8,349.7166695999801,406.2387912310213
60,0,63.04956291431623,14.687,49.687,60.262,72.312,100.824,136.574,164.237,183.587,212.5262939201165
60,1,64.40949318241303,13.662,48.574,61.062,75.612,108.387,142.237,171.899,200.67370479999852,249.70677346030715
60,2,72.99401333283424,14.962,53.437,66.425,86.287,130.762,152.362,172.937,193.699,235.41934128004317
60,3,75.84002493222273,15.074,55.474,70.075,92.15,130.449,151.65,173.0426280000061,200.199,231.11303028029948
60,4,59.84469633716974,14.037,47.137,58.375,70.362,90.912,111.062,145.3,175.1096075999802,219.98892650003543
60,5,88.21973344515484,14.45,64.799,83.787,106.65,149.474,181.55,215.9911040000021,251.887,306.4623879602812
60,6,89.28664544589617,16.387,66.812,87.062,110.15,138.387,155.199,180.699,213.8949099999741,257.8019680009932
60,7,82.87285139420449,14.724,62.837,80.637,100.349,131.0,156.52542999999983,192.5633320000004,231.3631099999887,291.6312987504299
60,8,67.72792368065733,15.862,45.887,61.349,83.849,126.39840000000014,153.39959000000002,184.0805080000004,218.15949909998892,252.67873258002683
60,9,63.00361225132575,15.312,49.637,60.212,72.262,100.749,136.537,164.4747640000002,184.0436467999916,211.84045568000155
60,10,67.60182354653675,14.674,45.762,61.262,83.787,126.137,153.325,184.84204000000048,214.9144499999854,242.35565000001515
