flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,1,0,Nw_86.MX_1.app[0],13,0,Nw_86.MX_13.app[0]
f1,10,0,Nw_86.MX_10.app[0],13,1,Nw_86.MX_13.app[1]
f2,10,1,Nw_86.MX_10.app[1],13,2,Nw_86.MX_13.app[2]
f3,10,2,Nw_86.MX_10.app[2],13,3,Nw_86.MX_13.app[3]
f4,4,0,Nw_86.MX_4.app[0],13,4,Nw_86.MX_13.app[4]
f5,6,0,Nw_86.MX_6.app[0],7,3,Nw_86.MX_7.app[3]
f6,2,0,Nw_86.MX_2.app[0],6,5,Nw_86.MX_6.app[5]
f7,6,1,Nw_86.MX_6.app[1],13,5,Nw_86.MX_13.app[5]
f8,8,0,Nw_86.MX_8.app[0],13,6,Nw_86.MX_13.app[6]
f9,4,1,Nw_86.MX_4.app[1],13,7,Nw_86.MX_13.app[7]
f10,10,3,Nw_86.MX_10.app[3],13,8,Nw_86.MX_13.app[8]
f11,2,1,Nw_86.MX_2.app[1],6,6,Nw_86.MX_6.app[6]
f12,4,2,Nw_86.MX_4.app[2],13,9,Nw_86.MX_13.app[9]
f13,2,2,Nw_86.MX_2.app[2],10,9,Nw_86.MX_10.app[9]
f14,6,2,Nw_86.MX_6.app[2],12,0,Nw_86.MX_12.app[0]
f15,5,0,Nw_86.MX_5.app[0],11,0,Nw_86.MX_11.app[0]
f16,10,4,Nw_86.MX_10.app[4],13,10,Nw_86.MX_13.app[10]
f17,7,0,Nw_86.MX_7.app[0],13,11,Nw_86.MX_13.app[11]
f18,3,0,Nw_86.MX_3.app[0],13,12,Nw_86.MX_13.app[12]
f19,3,1,Nw_86.MX_3.app[1],8,3,Nw_86.MX_8.app[3]
f20,3,2,Nw_86.MX_3.app[2],8,4,Nw_86.MX_8.app[4]
f21,7,1,Nw_86.MX_7.app[1],13,13,Nw_86.MX_13.app[13]
f22,9,0,Nw_86.MX_9.app[0],13,14,Nw_86.MX_13.app[14]
f23,8,1,Nw_86.MX_8.app[1],13,15,Nw_86.MX_13.app[15]
f24,3,3,Nw_86.MX_3.app[3],7,4,Nw_86.MX_7.app[4]
f25,8,2,Nw_86.MX_8.app[2],13,16,Nw_86.MX_13.app[16]
f26,6,3,Nw_86.MX_6.app[3],13,17,Nw_86.MX_13.app[17]
f27,3,4,Nw_86.MX_3.app[4],13,18,Nw_86.MX_13.app[18]
f28,9,1,Nw_86.MX_9.app[1],13,19,Nw_86.MX_13.app[19]
f29,6,4,Nw_86.MX_6.app[4],8,5,Nw_86.MX_8.app[5]
f30,5,1,Nw_86.MX_5.app[1],12,1,Nw_86.MX_12.app[1]
f31,10,5,Nw_86.MX_10.app[5],13,20,Nw_86.MX_13.app[20]
f32,10,6,Nw_86.MX_10.app[6],13,21,Nw_86.MX_13.app[21]
f33,10,7,Nw_86.MX_10.app[7],12,2,Nw_86.MX_12.app[2]
f34,9,2,Nw_86.MX_9.app[2],13,22,Nw_86.MX_13.app[22]
f35,5,2,Nw_86.MX_5.app[2],13,23,Nw_86.MX_13.app[23]
f36,1,1,Nw_86.MX_1.app[1],13,24,Nw_86.MX_13.app[24]
f37,3,5,Nw_86.MX_3.app[5],13,25,Nw_86.MX_13.app[25]
f38,1,2,Nw_86.MX_1.app[2],5,5,Nw_86.MX_5.app[5]
f39,10,8,Nw_86.MX_10.app[8],12,3,Nw_86.MX_12.app[3]
f40,7,2,Nw_86.MX_7.app[2],13,26,Nw_86.MX_13.app[26]
f41,2,3,Nw_86.MX_2.app[3],5,6,Nw_86.MX_5.app[6]
f42,2,4,Nw_86.MX_2.app[4],12,4,Nw_86.MX_12.app[4]
f43,5,3,Nw_86.MX_5.app[3],7,5,Nw_86.MX_7.app[5]
f44,3,6,Nw_86.MX_3.app[6],5,7,Nw_86.MX_5.app[7]
f45,9,3,Nw_86.MX_9.app[3],13,27,Nw_86.MX_13.app[27]
f46,3,7,Nw_86.MX_3.app[7],7,6,Nw_86.MX_7.app[6]
f47,2,5,Nw_86.MX_2.app[5],13,28,Nw_86.MX_13.app[28]
f48,5,4,Nw_86.MX_5.app[4],12,5,Nw_86.MX_12.app[5]
f49,4,3,Nw_86.MX_4.app[3],12,6,Nw_86.MX_12.app[6]
f50,9,4,Nw_86.MX_9.app[4],13,29,Nw_86.MX_13.app[29]
