flow,src,snd_app_id,snd_module,dst,recv_app_id,recv_module
f0,4,0,Nw_5.MX_4.app[0],9,0,Nw_5.MX_9.app[0]
f1,3,0,Nw_5.MX_3.app[0],9,1,Nw_5.MX_9.app[1]
f2,3,1,Nw_5.MX_3.app[1],10,0,Nw_5.MX_10.app[0]
f3,3,2,Nw_5.MX_3.app[2],10,1,Nw_5.MX_10.app[1]
f4,8,0,Nw_5.MX_8.app[0],11,0,Nw_5.MX_11.app[0]
f5,7,0,Nw_5.MX_7.app[0],9,2,Nw_5.MX_9.app[2]
f6,6,0,Nw_5.MX_6.app[0],9,3,Nw_5.MX_9.app[3]
f7,6,1,Nw_5.MX_6.app[1],11,1,Nw_5.MX_11.app[1]
f8,6,2,Nw_5.MX_6.app[2],11,2,Nw_5.MX_11.app[2]
f9,8,1,Nw_5.MX_8.app[1],11,3,Nw_5.MX_11.app[3]
f10,3,3,Nw_5.MX_3.app[3],11,4,Nw_5.MX_11.app[4]
f11,7,1,Nw_5.MX_7.app[1],11,5,Nw_5.MX_11.app[5]
f12,8,2,Nw_5.MX_8.app[2],11,6,Nw_5.MX_11.app[6]
f13,8,3,Nw_5.MX_8.app[3],11,7,Nw_5.MX_11.app[7]
f14,1,0,Nw_5.MX_1.app[0],11,8,Nw_5.MX_11.app[8]
f15,1,1,Nw_5.MX_1.app[1],11,9,Nw_5.MX_11.app[9]
f16,5,0,Nw_5.MX_5.app[0],11,10,Nw_5.MX_11.app[10]
f17,3,4,Nw_5.MX_3.app[4],10,2,Nw_5.MX_10.app[2]
f18,7,2,Nw_5.MX_7.app[2],10,3,Nw_5.MX_10.app[3]
f19,1,2,Nw_5.MX_1.app[2],11,11,Nw_5.MX_11.app[11]
f20,1,3,Nw_5.MX_1.app[3],11,12,Nw_5.MX_11.app[12]
f21,8,4,Nw_5.MX_8.app[4],11,13,Nw_5.MX_11.app[13]
f22,7,3,Nw_5.MX_7.app[3],9,4,Nw_5.MX_9.app[4]
f23,2,0,Nw_5.MX_2.app[0],11,14,Nw_5.MX_11.app[14]
f24,8,5,Nw_5.MX_8.app[5],11,15,Nw_5.MX_11.app[15]
f25,1,4,Nw_5.MX_1.app[4],11,16,Nw_5.MX_11.app[16]
f26,8,6,Nw_5.MX_8.app[6],11,17,Nw_5.MX_11.app[17]
f27,3,5,Nw_5.MX_3.app[5],11,18,Nw_5.MX_11.app[18]
f28,2,1,Nw_5.MX_2.app[1],11,19,Nw_5.MX_11.app[19]
f29,4,1,Nw_5.MX_4.app[1],9,5,Nw_5.MX_9.app[5]
f30,1,5,Nw_5.MX_1.app[5],11,20,Nw_5.MX_11.app[20]
f31,1,6,Nw_5.MX_1.app[6],11,21,Nw_5.MX_11.app[21]
f32,4,2,Nw_5.MX_4.app[2],11,22,Nw_5.MX_11.app[22]
f33,4,3,Nw_5.MX_4.app[3],9,6,Nw_5.MX_9.app[6]
f34,4,4,Nw_5.MX_4.app[4],11,23,Nw_5.MX_11.app[23]
f35,2,2,Nw_5.MX_2.app[2],10,4,Nw_5.MX_10.app[4]
